Заказчик;Предст.заказчика;Объект;№ заказа;Заключен;№ комплекта;Наименование комплекта;№ изделия по приложению;№ изделия по повт.приложению;Л;Центр работ;Включено;Наименование изделия;Отказ;Менеджер проекта;Руководитель группы;Архитектор проекта;Конструктор;Исполнитель Диз.проекта;Статус ДП;Обр.не подписан;Обр.подписан;Размер;Этаж;Помещение;Ед-ца изм.;Количество по дог-ру;Серийный №;Материал массив;Материал шпон;Рисунок;Порядковый № образца цвета заказчика;Художественный отдел;1-Улица 2-Помещение с повыш. влажностью 3-Поверхности с повыш.износом;Кол-во по факту проектирования;Об-ва ДП;Об-ва Oбразцы;Об-ва ГП;Смежники по дереву;Договор заключен;Дата сдачи;К.Сверхур %;КДП создана;КДП утверждена внутри фирмы;Ведомость фурнитуры;Ведомость стекла;Утвержденная спецификация передана в производство;КД передана в архив и производство, в том числе смежникам;Отгружено в отделку без резьбы.;Отгружено в отделку с резьбой.;Передано на грунт;Передано на грунт с резьбой;Выполнено в черновой шлифовке.;Выполнено в черновой шлифовке с резьбой.;Перемещено в зону чистовой отделки.;Перемещено в зону чистовой отделки с резьбой.;Выполнено в отделке без резьбы.;Выполнено в отделке с резьбой.;Отметка ОТК без резьбы;Отметка ОТК с резьбой;Поступило на склад ГП без резьбы.;Поступило на склад ГП с резьбой;Отгружено на объект без резьбы;Примечания;Отгружено на объект с резьбой;Сервис менеджер;Об-ва нач.монтажа;Об-ва окон.монтажа;Невозможность начать монтаж;Монтажник;Смонтировано;Акт подписан
АРКА/Баркли;;г. Москва, ЦАО, ул. Б. Ордынка, вл. 20/4, стр.1 и Ордынский тупик, вл. 6, стр. 1.;2434;12-12-2018;458;7этаж/ЛОНДОН/двери;6;61;;;;Дверь DR-T07 одностворчатая распашная, Полотно глухое филёнки со штапиком с гладким профилем, Обрамление: наличник с гладким профилем с двух сторон. Доборы гладкие до 300мм. (Без учёта стоимости фурнитуры (Ручки, замки, ограничители открывания) петли входят в стоимость);;Маркобрунов;Титов Алексей;Титов Алексей;КТАО;Камынин А.;Утвержден внутри фирмы и отправлен заказчику 06-05-2019;;;2550х800;7 этаж;London / Спальня 01-Гардеробная / Коридор-Кладовая обуви;шт;0;Спец.Дизайн;;;;;;;;;;;;;;;НЕ ТРЕБУЕТСЯ;НЕ ТРЕБУЕТСЯ;;;не вброшена;НЕ ТРЕБУЕТСЯ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;;;НЕТ;;;НЕТ;;;;;;;
АРКА/Баркли;;г. Москва, ЦАО, ул. Б. Ордынка, вл. 20/4, стр.1 и Ордынский тупик, вл. 6, стр. 1.;2434;12-12-2018;458;7этаж/ЛОНДОН/двери;7;7;;;;Портал Р-1, Обрамление: наличник с гладким профилем с двух сторон. Доборы гладкие до 300мм. ;;Маркобрунов;Титов Алексей;Титов Алексей;КТАО;Камынин А.;Утвержден внутри фирмы и отправлен заказчику 06-05-2019;1;;2550х800;7 этаж;Мастер-Гардероб;шт;1;Спец.Дизайн;;;комбинир;1  НПЗ;;;;;;17-03-2019;;;;;НЕ ТРЕБУЕТСЯ;НЕ ТРЕБУЕТСЯ;;;не вброшена;НЕ ТРЕБУЕТСЯ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;;;НЕТ;;;НЕТ;;18-03-2019;27-03-2019;;;;
АРКА/Баркли;;г. Москва, ЦАО, ул. Б. Ордынка, вл. 20/4, стр.1 и Ордынский тупик, вл. 6, стр. 1.;2434;12-12-2018;459;7этаж/МОСКВА/двери;8;8;;;;Дверь DR-S02 одностворчатая распашная скрытая, Полотно глухое филёнки со штапиком с гладким профилем с одной стороны, Полотно глухое гладкое под отделку заказчика с другой стороны), Обрамление: наличник с гладким профилем с одной стороны, Доборы гладкие до 300мм. (Без учёта стоимости фурнитуры (Ручки, замки, ограничители открывания) петли входят в стоимость);;Маркобрунов;Титов Алексей;Титов Алексей;КТАО;Егорычев Д.;Утвержден внутри фирмы и отправлен заказчику 21-05-2019;6;;2550х900;7 этаж;MOSCOW / Прихожая - Спальня Мастер, Спальня 01, Библиотека;шт;3;Спец.Дизайн;;;;6  НПЗ;;;;;;17-03-2019;;;;;НЕ ТРЕБУЕТСЯ;НЕ ТРЕБУЕТСЯ;;;не вброшена;НЕ ТРЕБУЕТСЯ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;;;НЕТ;;;НЕТ;;18-03-2019;27-03-2019;;;;
АРКА/Баркли;;г. Москва, ЦАО, ул. Б. Ордынка, вл. 20/4, стр.1 и Ордынский тупик, вл. 6, стр. 1.;2434;12-12-2018;459;7этаж/МОСКВА/двери;8;81;;;;Дверь DR-S02 одностворчатая распашная скрытая, Полотно глухое филёнки со штапиком с гладким профилем с одной стороны, Полотно глухое гладкое под отделку заказчика с другой стороны), Обрамление: наличник с гладким профилем с одной стороны, Доборы гладкие до 300мм. (Без учёта стоимости фурнитуры (Ручки, замки, ограничители открывания) петли входят в стоимость);;Маркобрунов;Титов Алексей;Титов Алексей;КТАО;Егорычев Д.;Утвержден внутри фирмы и отправлен заказчику 21-05-2019;;;2550х900;7 этаж;MOSCOW / Прихожая - Спальня Мастер, Спальня 01, Библиотека;шт;0;Спец.Дизайн;;;;;;;;;;;;;;;НЕ ТРЕБУЕТСЯ;НЕ ТРЕБУЕТСЯ;;;не вброшена;НЕ ТРЕБУЕТСЯ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;;;НЕТ;;;НЕТ;;;;;;;
АРКА/Баркли;;г. Москва, ЦАО, ул. Б. Ордынка, вл. 20/4, стр.1 и Ордынский тупик, вл. 6, стр. 1.;2434;12-12-2018;459;7этаж/МОСКВА/двери;8;82;;;;Дверь DR-S02 одностворчатая распашная скрытая, Полотно глухое филёнки со штапиком с гладким профилем с одной стороны, Полотно глухое гладкое под отделку заказчика с другой стороны), Обрамление: наличник с гладким профилем с одной стороны, Доборы гладкие до 300мм. (Без учёта стоимости фурнитуры (Ручки, замки, ограничители открывания) петли входят в стоимость);;Маркобрунов;Титов Алексей;Титов Алексей;КТАО;Егорычев Д.;Утвержден внутри фирмы и отправлен заказчику 21-05-2019;;;2550х900;7 этаж;MOSCOW / Прихожая - Спальня Мастер, Спальня 01, Библиотека;шт;0;Спец.Дизайн;;;;;;;;;;;;;;;НЕ ТРЕБУЕТСЯ;НЕ ТРЕБУЕТСЯ;;;не вброшена;НЕ ТРЕБУЕТСЯ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;;;НЕТ;;;НЕТ;;;;;;;
АРКА/Баркли;;г. Москва, ЦАО, ул. Б. Ордынка, вл. 20/4, стр.1 и Ордынский тупик, вл. 6, стр. 1.;2434;12-12-2018;459;7этаж/МОСКВА/двери;9;9;;;;Дверь DR-S03 одностворчатая распашная скрытая, Полотно глухое филёнки со штапиком с гладким профилем с одной стороны, Полотно глухое гладкое под отделку заказчика с другой стороны), Обрамление: наличник с гладким профилем с одной стороны, Доборы гладкие до 300мм. (Без учёта стоимости фурнитуры (Ручки, замки, ограничители открывания) петли входят в стоимость);;Маркобрунов;Титов Алексей;Титов Алексей;КТАО;Егорычев Д.;Утвержден внутри фирмы и отправлен заказчику 21-05-2019;6;;2550х800;7 этаж;MOSCOW / Коридор - Кладовая;шт;1;Спец.Дизайн;;;;6  НПЗ;;;;;;17-03-2019;;;;;НЕ ТРЕБУЕТСЯ;НЕ ТРЕБУЕТСЯ;;;не вброшена;НЕ ТРЕБУЕТСЯ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;;;НЕТ;;;НЕТ;;18-03-2019;27-03-2019;;;;
АРКА/Баркли;;г. Москва, ЦАО, ул. Б. Ордынка, вл. 20/4, стр.1 и Ордынский тупик, вл. 6, стр. 1.;2434;12-12-2018;459;7этаж/МОСКВА/двери;10;10;;;;Дверь DR-S03.1 одностворчатая распашная скрытая, Полотно глухое филёнки со штапиком с гладким профилем с одной стороны, Полотно глухое гладкое под отделку заказчика с другой стороны), Обрамление: наличник с гладким профилем с одной стороны, Доборы гладкие до 300мм. (Без учёта стоимости фурнитуры (Ручки, замки, ограничители открывания) петли входят в стоимость);;Маркобрунов;Титов Алексей;Титов Алексей;КТАО;Егорычев Д.;Утвержден внутри фирмы и отправлен заказчику 21-05-2019;6;;2550х900;7 этаж;MOSCOW / Коридор-Гостевой СУ;шт;1;Спец.Дизайн;;;;6  НПЗ;;;;;;17-03-2019;;;;;НЕ ТРЕБУЕТСЯ;НЕ ТРЕБУЕТСЯ;;;не вброшена;НЕ ТРЕБУЕТСЯ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;;;НЕТ;;;НЕТ;;18-03-2019;27-03-2019;;;;
АРКА/Баркли;;г. Москва, ЦАО, ул. Б. Ордынка, вл. 20/4, стр.1 и Ордынский тупик, вл. 6, стр. 1.;2434;12-12-2018;459;7этаж/МОСКВА/двери;11;11;зеркало;ХМ;;Дверь DR-S04 одностворчатая распашная, Полотно остеклённое (Зеркало состаренное серебро без фацета в обрамлении с гладким профилем, Обрамление: наличник с гладким профилем с двух сторон, Фрамуга верхняя зеркальная (Зеркало серебро без фацета) в обрамлении с гладким профилем с одной стороны. Доборы гладкие до 300мм.  (Без учёта стоимости фурнитуры (Ручки, замки, ограничители открывания) петли входят в стоимость);;Маркобрунов;Титов Алексей;Титов Алексей;КТАО;Егорычев Д.;Утвержден внутри фирмы и отправлен заказчику 21-05-2019;7,6;;2550х900;7 этаж;MOSCOW / Гостинная-Кухня;шт;1;Спец.Дизайн;;;;7  НПЗ;;;;;;17-03-2019;;;;;НЕ ТРЕБУЕТСЯ;НЕ ТРЕБУЕТСЯ;;;не вброшена;НЕ ТРЕБУЕТСЯ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;;;НЕТ;;;НЕТ;;18-03-2019;27-03-2019;;;;
АРКА/Баркли;;г. Москва, ЦАО, ул. Б. Ордынка, вл. 20/4, стр.1 и Ордынский тупик, вл. 6, стр. 1.;2434;12-12-2018;459;7этаж/МОСКВА/двери;12;12;зеркало;ХМ;;Дверь DR-S05 двустворчатая распашная, Полотно остеклённое (Зеркало состаренное серебро без фацета в обрамлении с гладким профилем, Обрамление: наличник с гладким профилем с двух сторон, Фрамуга верхняя зеркальная (Зеркало серебро без фацета) в обрамлении с гладким профилем с одной стороны. Доборы гладкие до 300мм.  (Без учёта стоимости фурнитуры (Ручки, замки, ограничители открывания) петли входят в стоимость);;Маркобрунов;Титов Алексей;Титов Алексей;КТАО;Егорычев Д.;Утвержден внутри фирмы и отправлен заказчику 21-05-2019;7,6;;2550х1000;7 этаж;MOSCOW / Гостинная-Погребок;шт;1;Спец.Дизайн;;;;7  НПЗ;;;;;;17-03-2019;;;;;НЕ ТРЕБУЕТСЯ;НЕ ТРЕБУЕТСЯ;;;не вброшена;НЕ ТРЕБУЕТСЯ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;;;НЕТ;;;НЕТ;;18-03-2019;27-03-2019;;;;
АРКА/Баркли;;г. Москва, ЦАО, ул. Б. Ордынка, вл. 20/4, стр.1 и Ордынский тупик, вл. 6, стр. 1.;2434;12-12-2018;459;7этаж/МОСКВА/двери;13;13;ткань;TМ;;Дверь DR-S06 одностворчатая раздвижная скрытая, Полотно глухое гладкое под отделку тканью с двух сторон), (Без учёта стоимости фурнитуры  (Без учёта стоимости фурнитуры (Ручки, замки, ограничители открывания) раздвижной механизм входит в стоимость);;Маркобрунов;Титов Алексей;Титов Алексей;КТАО;Егорычев Д.;Утвержден внутри фирмы и отправлен заказчику 21-05-2019;9,8;;2550х800;7 этаж;MOSCOW / Гардероб Спальни Мастер;шт;1;Спец.Дизайн;;;;9  НПЗ;;;;;;17-03-2019;;;;;НЕ ТРЕБУЕТСЯ;НЕ ТРЕБУЕТСЯ;;;не вброшена;НЕ ТРЕБУЕТСЯ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;;;НЕТ;;;НЕТ;;18-03-2019;27-03-2019;;;;
АРКА/Баркли;;г. Москва, ЦАО, ул. Б. Ордынка, вл. 20/4, стр.1 и Ордынский тупик, вл. 6, стр. 1.;2434;12-12-2018;459;7этаж/МОСКВА/двери;14;14;;;;Дверь DR-S07 одностворчатая распашная, Полотно глухое филёнки со штапиком с гладким профилем, Обрамление: наличник с гладким профилем с двух сторон,  Доборы гладкие до 300мм. (Без учёта стоимости фурнитуры (Ручки, замки, ограничители открывания) петли входят в стоимость);;Маркобрунов;Титов Алексей;Титов Алексей;КТАО;Егорычев Д.;Утвержден внутри фирмы и отправлен заказчику 21-05-2019;6;;2550х800;7 этаж;MOSCOW / СУ Мастер, спальни 01;шт;2;Спец.Дизайн;;;;6  НПЗ;;;;;;17-03-2019;;;;;НЕ ТРЕБУЕТСЯ;НЕ ТРЕБУЕТСЯ;;;не вброшена;НЕ ТРЕБУЕТСЯ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;;;НЕТ;;;НЕТ;;18-03-2019;27-03-2019;;;;
АРКА/Баркли;;г. Москва, ЦАО, ул. Б. Ордынка, вл. 20/4, стр.1 и Ордынский тупик, вл. 6, стр. 1.;2434;12-12-2018;459;7этаж/МОСКВА/двери;14;141;;;;Дверь DR-S07 одностворчатая распашная, Полотно глухое филёнки со штапиком с гладким профилем, Обрамление: наличник с гладким профилем с двух сторон,  Доборы гладкие до 300мм. (Без учёта стоимости фурнитуры (Ручки, замки, ограничители открывания) петли входят в стоимость);;Маркобрунов;Титов Алексей;Титов Алексей;КТАО;Егорычев Д.;Утвержден внутри фирмы и отправлен заказчику 21-05-2019;;;2550х800;7 этаж;MOSCOW / СУ Мастер, спальни 01;шт;0;Спец.Дизайн;;;;;;;;;;;;;;;НЕ ТРЕБУЕТСЯ;НЕ ТРЕБУЕТСЯ;;;не вброшена;НЕ ТРЕБУЕТСЯ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;;;НЕТ;;;НЕТ;;;;;;;
АРКА/Баркли;;г. Москва, ЦАО, ул. Б. Ордынка, вл. 20/4, стр.1 и Ордынский тупик, вл. 6, стр. 1.;2434;12-12-2018;459;7этаж/МОСКВА/двери;15;15;;;;Дверь DR-S08 одностворчатая раздвижная, ППолотно глухое филёнки со штапиком с гладким профилем, Обрамление: наличник с гладким профилем с двух сторон,  Доборы гладкие до 300мм.  (Без учёта стоимости фурнитуры (Ручки, замки, ограничители открывания) раздвижной механизм входит в стоимость);;Маркобрунов;Титов Алексей;Титов Алексей;КТАО;Егорычев Д.;Утвержден внутри фирмы и отправлен заказчику 21-05-2019;6;;2550х800;7 этаж;MOSCOW / Гардероб Спальни Мастер / Спальни 01;шт;1;Спец.Дизайн;;;;6  НПЗ;;;;;;17-03-2019;;;;;НЕ ТРЕБУЕТСЯ;НЕ ТРЕБУЕТСЯ;;;не вброшена;НЕ ТРЕБУЕТСЯ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;;;НЕТ;;;НЕТ;;18-03-2019;27-03-2019;;;;
