Заказчик;Предст.заказчика;Объект;№ заказа;Заключен;№ комплекта;Наименование комплекта;№ изделия по приложению;№ изделия по повт.приложению;Л;Центр работ;Включено;Наименование изделия;Отказ;Менеджер проекта;Руководитель группы;Архитектор проекта;Конструктор;Исполнитель Диз.проекта;Статус ДП;Обр.не подписан;Обр.подписан;Размер;Этаж;Помещение;Ед-ца изм.;Количество по дог-ру;Серийный №;Материал массив;Материал шпон;Рисунок;Порядковый № образца цвета заказчика;Художественный отдел;1-Улица 2-Помещение с повыш. влажностью 3-Поверхности с повыш.износом;Кол-во по факту проектирования;Об-ва ДП;Об-ва Oбразцы;Об-ва ГП;Смежники по дереву;Договор заключен;Дата сдачи;К.Сверхур %;КДП создана;КДП утверждена внутри фирмы;Ведомость фурнитуры;Ведомость стекла;Утвержденная спецификация передана в производство;КД передана в архив и производство, в том числе смежникам;Отгружено в отделку без резьбы.;Отгружено в отделку с резьбой.;Передано на грунт;Передано на грунт с резьбой;Выполнено в черновой шлифовке.;Выполнено в черновой шлифовке с резьбой.;Перемещено в зону чистовой отделки.;Перемещено в зону чистовой отделки с резьбой.;Выполнено в отделке без резьбы.;Выполнено в отделке с резьбой.;Отметка ОТК без резьбы;Отметка ОТК с резьбой;Поступило на склад ГП без резьбы.;Поступило на склад ГП с резьбой;Отгружено на объект без резьбы;Примечания;Отгружено на объект с резьбой;Сервис менеджер;Об-ва нач.монтажа;Об-ва окон.монтажа;Невозможность начать монтаж;Монтажник;Смонтировано;Акт подписан
София;н.д.    ;н.д.;2500;;211;Кабинет в стиле "Французское Барокко" (для шоурума Софии-Декор)  - Кабинет, Массив Дуба/Обструг Дуба ;12;130;;;;Панелии стеновые для выставки Батимат;;;Аляпкин  А.;Аляпкин  А.;Киселев Я.;;Не требуется;;;н.д.;н.д.;шоу-рум Софии-Декор;шт;0;Спец.Дизайн;;;;;;;;;;;;;;;20-02-2019;20-02-2019;;;21-02-2019;21-02-2019;09-03-2019;НЕТ;09-03-2019;НЕТ;09-03-2019;НЕТ;09-03-2019;НЕТ;;НЕТ;;;09-03-2019;НЕТ;09-03-2019;;НЕТ;никто;;;;;;
София;н.д.    ;н.д.;2500;;211;Кабинет в стиле "Французское Барокко" (для шоурума Софии-Декор)  - Кабинет, Массив Дуба/Обструг Дуба ;12;131;;;;Стойка ресепшн для выставки Батимат;;;Аляпкин  А.;Аляпкин  А.;Киселев Я.;;Не требуется;;;н.д.;н.д.;шоу-рум Софии-Декор;шт;0;Спец.Дизайн;;;;;;;;;;;;;;;20-02-2019;20-02-2019;;;21-02-2019;21-02-2019;21-02-2019;НЕТ;21-02-2019;НЕТ;21-02-2019;НЕТ;21-02-2019;НЕТ;;НЕТ;;;21-02-2019;НЕТ;21-02-2019;;НЕТ;никто;;;;;;
София;н.д.    ;н.д.;2500;;211;Кабинет в стиле "Французское Барокко" (для шоурума Софии-Декор)  - Кабинет, Массив Дуба/Обструг Дуба ;12;132;;;;Опытный образец двери  от Золоедова;;;Аляпкин  А.;Аляпкин  А.;Киселев Я.;;;;;н.д.;н.д.;шоу-рум Софии-Декор;шт;0;Спец.Дизайн;;;;;;;;;;;;;;;;;;;не вброшена;;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;;;НЕТ;;;НЕТ;никто;;;;;;
София;н.д.    ;н.д.;2500;;211;Кабинет в стиле "Французское Барокко" (для шоурума Софии-Декор)  - Кабинет, Массив Дуба/Обструг Дуба ;12;133;;;;Карниз  (для шоу-рума Софии-Декор);;;Аляпкин  А.;Аляпкин  А.;Киселев Я.;Киселев Я.;Передан в КБ 08-08-2019;;;н.д.;н.д.;шоу-рум Софии-Декор;шт;0;Спец.Дизайн;;;;;;;;;;;;;;;08-08-2019;12-08-2019;;;17-07-2019;12-08-2019;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;;;НЕТ;;;НЕТ;никто;;;;;;
София;н.д.    ;н.д.;2500;;211;Кабинет в стиле "Французское Барокко" (для шоурума Софии-Декор)  - Кабинет, Массив Дуба/Обструг Дуба ;12;134;;;;Декоративные элементы (решетка вкладная  мдф, поталь) для зеркала изд 126;;;Аляпкин  А.;Аляпкин  А.;КТАО;Митин Михаил;Передан в производство 17-07-2019;;;н.д.;н.д.;шоу-рум Софии-Декор;шт;0;Спец.Дизайн;;;;;;;;;;;;;;;НЕ ТРЕБУЕТСЯ;НЕ ТРЕБУЕТСЯ;;;17-07-2019;НЕ ТРЕБУЕТСЯ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;;;НЕТ;;;НЕТ;никто;;;;;;
София;н.д.    ;н.д.;2500;;211;Кабинет в стиле "Французское Барокко" (для шоурума Софии-Декор)  - Кабинет, Массив Дуба/Обструг Дуба ;12;135;;;;дополнительные декоративные элементы для выставки Mason&Objet;;;Аляпкин  А.;Аляпкин  А.;Киселев Я.;Киселев Я.;Передан в КБ 08-08-2019;;;н.д.;н.д.;шоу-рум Софии-Декор;шт;0;Спец.Дизайн;;;;;;;;;;;;;;;08-08-2019;12-08-2019;;;не вброшена;12-08-2019;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;;;НЕТ;;;НЕТ;никто;;;;;;
София;н.д.    ;н.д.;2500;;211;Кабинет в стиле "Французское Барокко" (для шоурума Софии-Декор)  - Кабинет, Массив Дуба/Обструг Дуба ;12;136;;;; черновые крепежные элементы для выставки Mason&Objet;;;Аляпкин  А.;Аляпкин  А.;Киселев Я.;Киселев Я.;Передан в КБ 08-08-2019;;;н.д.;н.д.;шоу-рум Софии-Декор;шт;0;Спец.Дизайн;;;;;;;;;;;;;;;08-08-2019;12-08-2019;;;не вброшена;12-08-2019;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;;;НЕТ;;;НЕТ;никто;;;;;;
София;н.д.    ;н.д.;2500;;211;Кабинет в стиле "Французское Барокко" (для шоурума Софии-Декор)  - Кабинет, Массив Дуба/Обструг Дуба ;12;137;;TМ;;ткань черная для  для выставки Mason&Objet;;;Аляпкин  А.;Аляпкин  А.;Киселев Я.;Киселев Я.;Передан в КБ 08-08-2019;;;н.д.;н.д.;шоу-рум Софии-Декор;шт;0;Спец.Дизайн;;;;;;;;;;;;;;;08-08-2019;12-08-2019;;;не вброшена;12-08-2019;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;;;НЕТ;;;НЕТ;никто;;;;;;
София;н.д.    ;н.д.;2500;;212;Подарочный сувенир "Корона";13;;;;;Подарочный сувенир "Корона";;;Аляпкин  А.;Аляпкин  А.;;;;;;н.д.;н.д.;шоу-рум Софии-Декор;шт;1;Спец.Дизайн;н.д.;н.д.;;;;;;07-12-2017;;;;;;;;;;;не вброшена;;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;;;НЕТ;;;НЕТ;никто;;;;;;
София;н.д.    ;н.д.;2500;;213;Панель резная "со львом на гербе" (для шоурума Софии-Декор), Вариант №1: из массива Бука ;14;;;;;Панель резная "со львом на гербе" (для шоу-рума Софии-Декор), Вариант №1: из массива Бука;;;Аляпкин  А.;Аляпкин  А.;;;;1;;н.д.;н.д.;шоу-рум Софии-Декор;шт;1;Спец.Дизайн;Бук;нет;укрывной;1  НПЗ;;;;07-12-2017;;;;;;;;;;;не вброшена;;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;;;НЕТ;;;НЕТ;никто;;;;;;
София;н.д.    ;н.д.;2500;;214;Панельрезная "со львом на гербе" (для шоурума Софии-Декор), Вариант №2: из массива Дуба;15;;;;;Панель резная "со львом на гербе" (для шоу-рума Софии-Декор), Вариант №2: из массива Дуба;;;Аляпкин  А.;Аляпкин  А.;;;;1;;н.д.;н.д.;шоу-рум Софии-Декор;шт;1;Спец.Дизайн;Дуб;нет;комбинир;1  НПЗ;;;;07-12-2017;;;;;;;;;;;не вброшена;;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;;;НЕТ;;;НЕТ;никто;;;;;;
София;н.д.    ;н.д.;2500;;215;Экспозитор для образцов (для шоурума Софии-Декор), металлический каркас: нержавеющая сталь с покрытием под латунь, профиль 40*40*3;16;;; СмНД();;Экспозитор для образцов (для шоу-рума Софии-Декор), металлический каркас: нержавеющая сталь с покрытием под латунь, профиль 40х40х3;;;Аляпкин  А.;Аляпкин  А.;;;;;;2246х1516х793;н.д.;шоу-рум Софии-Декор;шт;1;Спец.Дизайн;нет;нет;;;;;;07-12-2017;;;;;;;;;;;не вброшена;;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;;;НЕТ;;;НЕТ;никто;;;;;;
София;н.д.    ;н.д.;2500;;216;Панель резная "картуш с крыльями" (для шоурума Софии-Декор), Вариант №1: из массива Бука;17;;;;;Панель резная "картуш с крыльями" (для шоу-рума Софии-Декор), Вариант №1: из массива Бука;;;Аляпкин  А.;Аляпкин  А.;;;;;;н.д.;н.д.;шоу-рум Софии-Декор;шт;20;Спец.Дизайн;Бук;н.д.;;;;;;07-12-2017;;;;;;;;;;;не вброшена;;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;;;НЕТ;;;НЕТ;никто;;;;;;
София;н.д.    ;н.д.;2500;;217;Панель резная "картуш с крыльями" (для шоурума Софии-Декор), Вариант №1:из массива Дуба;18;;;;;Панель резная "картуш с крыльями" (для шоу-рума Софии-Декор), Вариант №2: из массива Дуба;;;Аляпкин  А.;Аляпкин  А.;;;;;;н.д.;н.д.;шоу-рум Софии-Декор;шт;20;Спец.Дизайн;Дуб;н.д.;;;;;;07-12-2017;;;;;;;;;;;не вброшена;;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;;;НЕТ;;;НЕТ;никто;;;;;;
София;н.д.    ;н.д.;2500;;218;Панель резная, резной элемент "в виде венка"(для шоурума Софии-Декор), Вариант №1: из массива Бука;19;;;;;Панель резная, резной элемент "в виде венка" (для шоу-рума Софии-Декор), Вариант №1: из массива Бука;;;Аляпкин  А.;Аляпкин  А.;;;;1;;767х853;н.д.;шоу-рум Софии-Декор;шт;1;Спец.Дизайн;Бук;н.д.;укрывной;1  НПЗ;;;;07-12-2017;;;;;;;;;;;не вброшена;;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;;;НЕТ;;;НЕТ;никто;;;;;;
София;н.д.    ;н.д.;2500;;219;Панель резная, резной элемент "в виде венка"(для шоурум Софии-Декор), Вариант №2: из массива Дуба;20;;;;;Панель резная, резной элемент "в виде венка" (для шоу-рума Софии-Декор), Вариант №2: из массива Дуба;;;Аляпкин  А.;Аляпкин  А.;;;;1;;767х853;н.д.;шоу-рум Софии-Декор;шт;1;Спец.Дизайн;Бук;н.д.;комбинир;1  НПЗ;;;;07-12-2017;;;;;;;;;;;не вброшена;;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;;;НЕТ;;;НЕТ;никто;;;;;;
София;н.д.    ;н.д.;2500;;220;Фото-рамка в виде резного рокайля в стиле "Французское Барокко", Вариант №1: из массива Бука;21;;;;;Фото-рамка в виде резного рокайля в стиле "Французское Барокко",  Вариант №1: из массива Бука;;;Аляпкин  А.;Аляпкин  А.;;;;;;н.д.;н.д.;шоу-рум Софии-Декор;шт;10;Спец.Дизайн;Бук;н.д.;;;;;;07-12-2017;;;;;;;;;;;не вброшена;;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;;;НЕТ;;;НЕТ;никто;;;;;;
София;н.д.    ;н.д.;2500;;221;Фото-рамка в виде резного рокайля в стиле "Французское Барокко", Вариант №2: из массива Дуба;22;;;;;Фото-рамка в виде резного рокайля в стиле "Французское Барокко",  Вариант №2: из массива Дуба;;;Аляпкин  А.;Аляпкин  А.;;;;;;н.д.;н.д.;шоу-рум Софии-Декор;шт;10;Спец.Дизайн;Дуб;н.д.;;;;;;07-12-2017;;;;;;;;;;;не вброшена;;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;;;НЕТ;;;НЕТ;никто;;;;;;
София;н.д.    ;н.д.;2500;;222;Панель резная в стиле интерьеров "Шангри-Ла", Вариант №1: массив Бука;23;;;;;Панель резная в стиле интерьеров "Шангри-Ла" (Shangri-La Hotel, Paris), Вариант №1: Массив Бука;;;Аляпкин  А.;Аляпкин  А.;;;;;;н.д.;н.д.;шоу-рум Софии-Декор;шт;1;"Шангри-Ла";Бук;н.д.;;;;;;07-12-2017;;;;;;;;;;;не вброшена;;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;;;НЕТ;;;НЕТ;никто;;;;;;
София;н.д.    ;н.д.;2500;;223;Панель резная в стиле интерьеров "Шангри-Ла", Вариант №2: массив Дуба;24;;;;;Панель резная в стиле интерьеров "Шангри-Ла" (Shangri-La Hotel, Paris), Вариант №2: Массив Дуба;;;Аляпкин  А.;Аляпкин  А.;;;;;;н.д.;н.д.;шоу-рум Софии-Декор;шт;1;"Шангри-Ла";Дуб;н.д.;;;;;;07-12-2017;;;;;;;;;;;не вброшена;;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;;;НЕТ;;;НЕТ;никто;;;;;;
